date_log,location,temperature,precipitation,weather_condition
2023-04-19,Nantes,12.0,1.3,ensoleillé
2023-04-19,Chamonix,30.1,1.0,ensoleillé
2023-04-20,Paris,19.0,0.5,orage
2023-04-20,Lyon,19.1,3.1,ensoleillé
2023-04-20,Marseille,8.9,3.3,pluie
2023-04-20,Nice,12.9,0.6,ensoleillé
2023-04-20,Bordeaux,17.9,1.9,ensoleillé
2023-04-20,Toulouse,12.0,1.7,pluie
2023-04-20,Lille,30.1,0.0,pluie
2023-04-20,Strasbourg,20.9,0.0,nuageux
2023-04-20,Nantes,22.1,1.0,nuageux
2023-04-20,Chamonix,16.8,1.7,nuageux
2023-04-21,Paris,29.0,0.7,ensoleillé
2023-04-21,Lyon,23.6,0.0,ensoleillé
2023-04-21,Marseille,15.2,1.7,ensoleillé
2023-04-21,Nice,27.4,1.5,nuageux
2023-04-21,Bordeaux,18.4,1.0,pluie
2023-04-21,Toulouse,13.7,1.9,pluie
2023-04-21,Lille,24.4,0.3,pluie
2023-04-21,Strasbourg,17.6,1.4,neige
2023-04-21,Nantes,17.8,0.9,nuageux
2023-04-21,Chamonix,30.5,0.6,ensoleillé
2023-04-22,Paris,18.2,0.0,nuageux
2023-04-22,Lyon,23.7,0.7,ensoleillé
2023-04-22,Marseille,16.8,3.0,nuageux
2023-04-22,Nice,27.1,0.1,ensoleillé
2023-04-22,Bordeaux,10.7,2.5,ensoleillé
2023-04-22,Toulouse,16.6,2.2,pluie
2023-04-22,Lille,10.1,2.3,ensoleillé
2023-04-22,Strasbourg,13.9,2.1,pluie
2023-04-22,Nantes,20.1,0.0,nuageux
2023-04-22,Chamonix,18.0,2.0,pluie
2023-04-23,Paris,20.5,1.9,pluie
2023-04-23,Lyon,29.9,0.0,neige
2023-04-23,Marseille,28.1,1.2,pluie
2023-04-23,Nice,15.5,0.0,nuageux
2023-04-23,Bordeaux,19.1,2.4,nuageux
2023-04-23,Toulouse,19.4,3.3,ensoleillé
2023-04-23,Lille,12.7,1.0,orage
2023-04-23,Strasbourg,13.7,1.5,pluie
2023-04-23,Nantes,24.4,0.4,ensoleillé
2023-04-23,Chamonix,7.0,1.3,ensoleillé
2023-04-24,Paris,22.2,1.6,pluie
2023-04-24,Lyon,26.2,0.0,ensoleillé
2023-04-24,Marseille,23.4,2.8,ensoleillé
2023-04-24,Nice,11.1,1.5,ensoleillé
2023-04-24,Bordeaux,17.5,0.9,pluie
2023-04-24,Toulouse,21.7,0.3,nuageux
2023-04-24,Lille,16.6,1.1,nuageux
2023-04-24,Strasbourg,14.6,0.0,ensoleillé
2023-04-24,Nantes,23.4,0.0,nuageux
2023-04-24,Chamonix,23.3,1.7,ensoleillé
2023-04-25,Paris,11.4,0.0,pluie
2023-04-25,Lyon,26.0,0.0,ensoleillé
2023-04-25,Marseille,17.7,1.7,nuageux
2023-04-25,Nice,23.9,0.6,ensoleillé
2023-04-25,Bordeaux,17.0,3.1,ensoleillé
2023-04-25,Toulouse,28.7,2.5,pluie
2023-04-25,Lille,20.4,0.0,pluie
2023-04-25,Strasbourg,15.8,1.8,nuageux
2023-04-25,Nantes,22.1,3.1,ensoleillé
2023-04-25,Chamonix,23.3,0.0,ensoleillé
2023-04-26,Paris,25.3,0.0,ensoleillé
2023-04-26,Lyon,18.1,1.4,nuageux
2023-04-26,Marseille,30.0,5.7,nuageux
2023-04-26,Nice,23.0,0.7,ensoleillé
2023-04-26,Bordeaux,22.7,2.3,nuageux
2023-04-26,Toulouse,18.4,3.7,nuageux
2023-04-26,Lille,21.2,1.7,nuageux
2023-04-26,Strasbourg,23.3,1.6,ensoleillé
2023-04-26,Nantes,24.2,0.1,pluie
2023-04-26,Chamonix,17.2,0.0,ensoleillé
2023-04-27,Paris,22.2,2.2,nuageux
2023-04-27,Lyon,22.3,3.5,ensoleillé
2023-04-27,Marseille,20.0,2.0,nuageux
2023-04-27,Nice,14.5,0.4,nuageux
2023-04-27,Bordeaux,23.5,2.3,nuageux
2023-04-27,Toulouse,18.5,0.9,ensoleillé
2023-04-27,Lille,12.4,0.5,ensoleillé
2023-04-27,Strasbourg,24.5,1.9,nuageux
2023-04-27,Nantes,22.5,1.1,ensoleillé
2023-04-27,Chamonix,20.0,0.0,ensoleillé
2023-04-28,Paris,23.5,1.6,ensoleillé
2023-04-28,Lyon,22.5,0.2,ensoleillé
2023-04-28,Marseille,9.2,2.6,ensoleillé
2023-04-28,Nice,17.6,0.0,ensoleillé
2023-04-28,Bordeaux,23.5,0.4,ensoleillé
2023-04-28,Toulouse,25.3,1.9,pluie
2023-04-28,Lille,23.4,0.0,ensoleillé
2023-04-28,Strasbourg,26.1,1.4,ensoleillé
2023-04-28,Nantes,18.2,1.2,pluie
2023-04-28,Chamonix,11.1,1.6,nuageux
2023-04-29,Paris,14.9,0.0,pluie
2023-04-29,Lyon,12.4,2.7,pluie
2023-04-29,Marseille,16.9,3.3,ensoleillé
2023-04-29,Nice,17.3,0.0,pluie
2023-04-29,Bordeaux,14.4,2.9,ensoleillé
2023-04-29,Toulouse,19.2,0.2,ensoleillé
2023-04-29,Lille,20.8,1.8,orage
2023-04-29,Strasbourg,25.6,3.2,pluie
2023-04-29,Nantes,18.2,0.0,nuageux
2023-04-29,Chamonix,17.9,1.4,nuageux
2023-04-30,Paris,15.2,0.0,pluie
2023-04-30,Lyon,21.7,0.9,nuageux
2023-04-30,Marseille,20.2,0.0,ensoleillé
2023-04-30,Nice,18.8,0.0,ensoleillé
2023-04-30,Bordeaux,24.5,2.6,ensoleillé
2023-04-30,Toulouse,10.8,0.0,pluie
2023-04-30,Lille,12.5,0.0,nuageux
2023-04-30,Strasbourg,19.6,0.0,pluie
2023-04-30,Nantes,15.4,0.0,orage
2023-04-30,Chamonix,21.0,1.1,ensoleillé
2023-05-01,Paris,16.4,1.3,pluie
2023-05-01,Lyon,17.3,0.6,ensoleillé
2023-05-01,Marseille,28.4,3.0,nuageux
2023-05-01,Nice,13.5,2.2,nuageux
2023-05-01,Bordeaux,24.1,0.0,ensoleillé
2023-05-01,Toulouse,24.1,3.3,ensoleillé
2023-05-01,Lille,14.4,0.0,ensoleillé
2023-05-01,Strasbourg,25.1,1.4,ensoleillé
2023-05-01,Nantes,22.8,1.5,ensoleillé
2023-05-01,Chamonix,22.0,0.0,nuageux
2023-05-02,Paris,25.2,2.8,ensoleillé
2023-05-02,Lyon,18.9,0.9,nuageux
2023-05-02,Marseille,12.3,1.8,orage
2023-05-02,Nice,22.9,0.9,ensoleillé
2023-05-02,Bordeaux,25.6,0.5,pluie
2023-05-02,Toulouse,22.8,0.0,pluie
2023-05-02,Lille,19.9,0.7,pluie
2023-05-02,Strasbourg,21.1,0.4,ensoleillé
2023-05-02,Nantes,19.3,2.2,ensoleillé
2023-05-02,Chamonix,17.8,0.0,ensoleillé
2023-05-03,Paris,28.7,3.1,nuageux
2023-05-03,Lyon,13.5,2.0,pluie
2023-05-03,Marseille,17.5,1.4,nuageux
2023-05-03,Nice,21.5,0.6,ensoleillé
2023-05-03,Bordeaux,16.1,0.0,pluie
2023-05-03,Toulouse,15.4,0.0,nuageux
2023-05-03,Lille,19.7,0.0,pluie
2023-05-03,Strasbourg,23.4,3.2,pluie
2023-05-03,Nantes,17.1,1.4,nuageux
2023-05-03,Chamonix,22.5,1.7,orage
2023-05-04,Paris,20.4,2.1,nuageux
2023-05-04,Lyon,22.4,0.0,nuageux
2023-05-04,Marseille,24.3,2.3,nuageux
2023-05-04,Nice,16.2,1.1,pluie
2023-05-04,Bordeaux,23.4,0.7,nuageux
2023-05-04,Toulouse,25.4,4.5,ensoleillé
2023-05-04,Lille,16.1,0.0,ensoleillé
2023-05-04,Strasbourg,21.5,2.1,nuageux
2023-05-04,Nantes,18.8,3.2,ensoleillé
2023-05-04,Chamonix,13.3,2.0,ensoleillé
2023-05-05,Paris,17.0,3.6,ensoleillé
2023-05-05,Lyon,30.0,0.0,nuageux
2023-05-05,Marseille,17.3,2.3,ensoleillé
2023-05-05,Nice,18.1,0.9,nuageux
2023-05-05,Bordeaux,20.1,0.0,ensoleillé
2023-05-05,Toulouse,19.9,0.0,pluie
2023-05-05,Lille,17.5,3.2,ensoleillé
2023-05-05,Strasbourg,13.7,2.2,pluie
2023-05-05,Nantes,18.6,0.6,pluie
2023-05-05,Chamonix,24.0,1.5,nuageux
2023-05-06,Paris,22.9,2.5,nuageux
2023-05-06,Lyon,18.3,0.1,nuageux
2023-05-06,Marseille,14.6,0.0,nuageux
2023-05-06,Nice,34.7,2.9,pluie
2023-05-06,Bordeaux,13.2,0.0,pluie
2023-05-06,Toulouse,22.4,1.8,nuageux
2023-05-06,Lille,22.7,0.6,pluie
2023-05-06,Strasbourg,19.4,1.5,nuageux
2023-05-06,Nantes,20.4,0.0,ensoleillé
2023-05-06,Chamonix,18.9,0.0,nuageux
2023-05-07,Paris,20.9,5.5,ensoleillé
2023-05-07,Lyon,21.8,0.5,ensoleillé
2023-05-07,Marseille,24.6,1.7,ensoleillé
2023-05-07,Nice,22.1,1.9,pluie
2023-05-07,Bordeaux,30.3,0.0,ensoleillé
2023-05-07,Toulouse,22.4,0.0,pluie
2023-05-07,Lille,22.8,0.0,nuageux
2023-05-07,Strasbourg,17.9,0.6,ensoleillé
2023-05-07,Nantes,24.9,2.4,ensoleillé
2023-05-07,Chamonix,13.8,1.1,nuageux
2023-05-08,Paris,16.5,0.0,nuageux
2023-05-08,Lyon,18.9,0.5,nuageux
2023-05-08,Marseille,32.1,1.6,ensoleillé
2023-05-08,Nice,13.1,0.2,ensoleillé
2023-05-08,Bordeaux,25.1,4.1,ensoleillé
2023-05-08,Toulouse,12.1,0.0,nuageux
2023-05-08,Lille,29.4,1.6,ensoleillé
2023-05-08,Strasbourg,15.7,1.8,nuageux
2023-05-08,Nantes,6.8,1.0,pluie
2023-05-08,Chamonix,21.6,2.4,nuageux
2023-05-09,Paris,14.9,1.1,ensoleillé
2023-05-09,Lyon,15.4,1.4,ensoleillé
2023-05-09,Marseille,15.5,0.4,nuageux
2023-05-09,Nice,15.0,2.0,ensoleillé
2023-05-09,Bordeaux,24.3,0.6,pluie
2023-05-09,Toulouse,20.2,0.0,nuageux
2023-05-09,Lille,18.5,0.9,orage
2023-05-09,Strasbourg,33.1,0.0,pluie
2023-05-09,Nantes,27.3,2.5,ensoleillé
2023-05-09,Chamonix,21.4,3.6,nuageux
2023-05-10,Paris,21.9,1.6,ensoleillé
2023-05-10,Lyon,19.7,2.8,ensoleillé
2023-05-10,Marseille,25.5,0.1,neige
2023-05-10,Nice,13.4,0.7,nuageux
2023-05-10,Bordeaux,16.0,0.9,ensoleillé
2023-05-10,Toulouse,26.2,0.3,nuageux
2023-05-10,Lille,19.8,1.1,orage
2023-05-10,Strasbourg,24.2,0.0,ensoleillé
2023-05-10,Nantes,17.0,1.3,ensoleillé
2023-05-10,Chamonix,26.0,0.3,pluie
2023-05-11,Paris,10.6,1.9,pluie
2023-05-11,Lyon,16.8,0.0,nuageux
2023-05-11,Marseille,16.9,0.7,pluie
2023-05-11,Nice,17.0,0.0,pluie
2023-05-11,Bordeaux,24.5,2.9,nuageux
2023-05-11,Toulouse,23.3,0.0,nuageux
2023-05-11,Lille,19.0,1.0,nuageux
2023-05-11,Strasbourg,23.0,2.0,nuageux
2023-05-11,Nantes,16.3,1.1,ensoleillé
2023-05-11,Chamonix,22.3,3.2,ensoleillé
2023-05-12,Paris,23.5,2.2,ensoleillé
2023-05-12,Lyon,20.4,3.1,ensoleillé
2023-05-12,Marseille,22.0,0.0,orage
2023-05-12,Nice,27.0,2.0,nuageux
2023-05-12,Bordeaux,17.8,0.3,ensoleillé
2023-05-12,Toulouse,21.5,1.7,ensoleillé
2023-05-12,Lille,21.0,1.5,ensoleillé
2023-05-12,Strasbourg,28.5,2.6,pluie
2023-05-12,Nantes,21.0,2.4,ensoleillé
2023-05-12,Chamonix,14.8,1.6,pluie
2023-05-13,Paris,29.0,0.7,pluie
2023-05-13,Lyon,15.8,0.0,pluie
2023-05-13,Marseille,14.6,0.0,ensoleillé
2023-05-13,Nice,18.1,0.0,ensoleillé
2023-05-13,Bordeaux,20.1,2.4,pluie
2023-05-13,Toulouse,15.5,3.3,ensoleillé
2023-05-13,Lille,22.6,2.5,ensoleillé
2023-05-13,Strasbourg,16.7,2.3,ensoleillé
2023-05-13,Nantes,14.5,2.3,pluie
2023-05-13,Chamonix,20.9,1.8,pluie
2023-05-14,Paris,14.1,0.0,pluie
2023-05-14,Lyon,23.0,0.0,ensoleillé
2023-05-14,Marseille,22.3,0.0,nuageux
2023-05-14,Nice,24.2,0.0,nuageux
2023-05-14,Bordeaux,22.8,1.9,nuageux
2023-05-14,Toulouse,16.5,1.9,ensoleillé
2023-05-14,Lille,21.3,0.2,nuageux
2023-05-14,Strasbourg,15.0,0.0,ensoleillé
2023-05-14,Nantes,21.7,0.0,pluie
2023-05-14,Chamonix,20.5,0.6,nuageux
2023-05-15,Paris,23.4,0.5,nuageux
2023-05-15,Lyon,18.4,2.1,ensoleillé
2023-05-15,Marseille,21.7,1.5,pluie
2023-05-15,Nice,22.3,0.0,nuageux
2023-05-15,Bordeaux,23.8,1.9,pluie
2023-05-15,Toulouse,14.9,0.6,ensoleillé
2023-05-15,Lille,19.8,0.8,orage
2023-05-15,Strasbourg,21.7,3.1,neige
2023-05-15,Nantes,25.4,0.0,nuageux
2023-05-15,Chamonix,23.1,3.0,ensoleillé
2023-05-16,Paris,21.9,2.6,ensoleillé
2023-05-16,Lyon,30.1,2.5,nuageux
2023-05-16,Marseille,21.2,2.6,neige
2023-05-16,Nice,20.7,1.0,pluie
2023-05-16,Bordeaux,18.2,3.3,pluie
2023-05-16,Toulouse,15.9,3.3,ensoleillé
2023-05-16,Lille,22.5,0.0,ensoleillé
2023-05-16,Strasbourg,21.8,0.0,nuageux
2023-05-16,Nantes,23.1,2.3,pluie
2023-05-16,Chamonix,17.0,1.2,nuageux
2023-05-17,Paris,29.8,0.2,ensoleillé
2023-05-17,Lyon,14.7,3.2,pluie
2023-05-17,Marseille,29.8,1.0,pluie
2023-05-17,Nice,25.1,3.0,ensoleillé
2023-05-17,Bordeaux,16.3,0.3,pluie
2023-05-17,Toulouse,26.2,3.5,ensoleillé
2023-05-17,Lille,22.8,0.0,orage
2023-05-17,Strasbourg,29.9,0.2,ensoleillé
2023-05-17,Nantes,18.3,1.5,nuageux
2023-05-17,Chamonix,27.8,2.3,orage
2023-05-18,Paris,22.1,1.7,ensoleillé
2023-05-18,Lyon,20.2,1.8,nuageux
2023-05-18,Marseille,7.4,0.6,ensoleillé
2023-05-18,Nice,21.2,0.0,ensoleillé
2023-05-18,Bordeaux,21.9,0.7,ensoleillé
2023-05-18,Toulouse,28.8,3.4,nuageux
2023-05-18,Lille,17.7,0.8,ensoleillé
2023-05-18,Strasbourg,19.6,0.3,neige
2023-05-18,Nantes,21.0,0.0,ensoleillé
2023-05-18,Chamonix,14.3,1.9,ensoleillé
2023-05-19,Paris,23.1,0.0,orage
2023-05-19,Lyon,24.5,0.1,pluie
2023-05-19,Marseille,21.3,2.2,nuageux
2023-05-19,Nice,19.8,1.7,pluie
2023-05-19,Bordeaux,17.4,0.7,ensoleillé
2023-05-19,Toulouse,19.0,0.0,ensoleillé
2023-05-19,Lille,19.1,0.0,pluie
2023-05-19,Strasbourg,17.5,0.6,nuageux
2023-05-19,Nantes,18.7,0.6,ensoleillé
2023-05-19,Chamonix,19.7,1.7,pluie
2023-05-20,Paris,24.4,0.0,nuageux
2023-05-20,Lyon,14.0,0.0,ensoleillé
2023-05-20,Marseille,17.6,0.5,ensoleillé
2023-05-20,Nice,16.2,0.0,ensoleillé
2023-05-20,Bordeaux,17.7,1.3,pluie
2023-05-20,Toulouse,23.0,0.2,nuageux
2023-05-20,Lille,17.9,0.0,pluie
2023-05-20,Strasbourg,19.8,0.0,nuageux
2023-05-20,Nantes,22.9,0.0,ensoleillé
2023-05-20,Chamonix,18.2,1.5,ensoleillé
2023-05-21,Paris,20.9,5.0,ensoleillé
2023-05-21,Lyon,21.7,0.0,ensoleillé
2023-05-21,Marseille,19.5,0.0,nuageux
2023-05-21,Nice,19.6,0.0,pluie
2023-05-21,Bordeaux,24.6,0.2,nuageux
2023-05-21,Toulouse,19.4,0.0,ensoleillé
2023-05-21,Lille,28.7,0.5,orage
2023-05-21,Strasbourg,29.2,2.2,nuageux
2023-05-21,Nantes,22.4,1.6,ensoleillé
2023-05-21,Chamonix,22.0,0.0,nuageux
2023-05-22,Paris,18.6,2.3,ensoleillé
2023-05-22,Lyon,19.8,0.0,ensoleillé
2023-05-22,Marseille,19.7,3.6,nuageux
2023-05-22,Nice,26.2,0.9,nuageux
2023-05-22,Bordeaux,24.8,0.5,ensoleillé
2023-05-22,Toulouse,11.5,0.0,nuageux
2023-05-22,Lille,27.8,0.6,nuageux
2023-05-22,Strasbourg,18.8,0.6,ensoleillé
2023-05-22,Nantes,29.5,3.4,neige
2023-05-22,Chamonix,31.1,0.8,ensoleillé
2023-05-23,Paris,21.5,0.0,nuageux
2023-05-23,Lyon,27.4,0.0,nuageux
2023-05-23,Marseille,21.1,0.0,neige
2023-05-23,Nice,17.1,0.0,nuageux
2023-05-23,Bordeaux,17.0,0.2,ensoleillé
2023-05-23,Toulouse,17.3,2.3,nuageux
2023-05-23,Lille,14.5,1.3,nuageux
2023-05-23,Strasbourg,26.1,0.2,neige
2023-05-23,Nantes,16.4,0.7,ensoleillé
2023-05-23,Chamonix,25.9,1.3,ensoleillé
2023-05-24,Paris,17.3,1.7,pluie
2023-05-24,Lyon,14.5,2.0,ensoleillé
2023-05-24,Marseille,22.0,0.5,pluie
2023-05-24,Nice,15.8,0.0,nuageux
2023-05-24,Bordeaux,22.7,2.8,pluie
2023-05-24,Toulouse,16.8,1.7,pluie
2023-05-24,Lille,9.6,0.1,ensoleillé
2023-05-24,Strasbourg,19.8,0.0,ensoleillé
2023-05-24,Nantes,15.3,0.0,nuageux
2023-05-24,Chamonix,21.5,0.7,pluie
2023-05-25,Paris,8.8,0.0,ensoleillé
2023-05-25,Lyon,17.0,1.7,pluie
2023-05-25,Marseille,6.3,0.3,nuageux
2023-05-25,Nice,17.4,3.1,nuageux
2023-05-25,Bordeaux,18.1,1.6,nuageux
2023-05-25,Toulouse,20.7,0.0,pluie
2023-05-25,Lille,23.8,1.3,ensoleillé
2023-05-25,Strasbourg,22.5,6.9,pluie
2023-05-25,Nantes,9.6,3.6,nuageux
2023-05-25,Chamonix,18.6,1.4,ensoleillé
2023-05-26,Paris,19.8,0.4,ensoleillé
2023-05-26,Lyon,17.2,1.5,ensoleillé
2023-05-26,Marseille,12.4,2.1,ensoleillé
2023-05-26,Nice,17.9,0.0,orage
2023-05-26,Bordeaux,17.7,2.9,nuageux
2023-05-26,Toulouse,17.3,1.5,neige
2023-05-26,Lille,16.3,2.1,nuageux
2023-05-26,Strasbourg,23.4,3.8,ensoleillé
2023-05-26,Nantes,19.1,2.0,pluie
2023-05-26,Chamonix,20.5,2.9,ensoleillé
2023-05-27,Paris,16.4,2.1,ensoleillé
2023-05-27,Lyon,19.0,0.9,pluie
2023-05-27,Marseille,20.5,1.4,pluie
2023-05-27,Nice,19.4,1.3,ensoleillé
2023-05-27,Bordeaux,27.9,2.5,ensoleillé
2023-05-27,Toulouse,24.3,0.3,ensoleillé
2023-05-27,Lille,15.6,2.4,pluie
2023-05-27,Strasbourg,24.4,3.2,pluie
2023-05-27,Nantes,17.0,0.7,pluie
2023-05-27,Chamonix,11.8,0.4,ensoleillé
2023-05-28,Paris,25.0,0.3,neige
2023-05-28,Lyon,23.2,0.7,nuageux
2023-05-28,Marseille,21.6,0.0,nuageux
2023-05-28,Nice,20.4,0.0,orage
2023-05-28,Bordeaux,19.1,0.0,nuageux
2023-05-28,Toulouse,26.0,2.2,pluie
2023-05-28,Lille,22.3,3.3,pluie
2023-05-28,Strasbourg,15.3,3.6,ensoleillé
2023-05-28,Nantes,24.7,0.6,nuageux
2023-05-28,Chamonix,25.7,0.0,pluie
2023-05-29,Paris,15.9,0.1,nuageux
2023-05-29,Lyon,17.4,0.0,ensoleillé
2023-05-29,Marseille,26.1,0.6,ensoleillé
2023-05-29,Nice,21.8,0.1,nuageux
2023-05-29,Bordeaux,10.9,1.4,ensoleillé
2023-05-29,Toulouse,10.4,0.9,nuageux
2023-05-29,Lille,13.2,4.0,nuageux
2023-05-29,Strasbourg,24.6,1.2,nuageux
2023-05-29,Nantes,26.3,0.0,ensoleillé
2023-05-29,Chamonix,22.7,1.3,ensoleillé
2023-05-30,Paris,21.3,2.9,pluie
2023-05-30,Lyon,23.7,1.4,ensoleillé
2023-05-30,Marseille,11.7,0.0,neige
2023-05-30,Nice,19.4,1.1,ensoleillé
2023-05-30,Bordeaux,14.3,4.6,neige
2023-05-30,Toulouse,27.6,1.9,orage
2023-05-30,Lille,20.4,0.7,ensoleillé
2023-05-30,Strasbourg,15.2,1.1,nuageux
2023-05-30,Nantes,21.3,0.0,ensoleillé
2023-05-30,Chamonix,21.7,0.8,pluie
2023-05-31,Paris,10.5,0.0,nuageux
2023-05-31,Lyon,17.9,3.8,neige
2023-05-31,Marseille,22.8,0.0,ensoleillé
2023-05-31,Nice,22.4,0.0,nuageux
2023-05-31,Bordeaux,25.4,0.3,pluie
2023-05-31,Toulouse,19.5,3.0,ensoleillé
2023-05-31,Lille,13.6,0.0,ensoleillé
2023-05-31,Strasbourg,17.1,2.6,pluie
2023-05-31,Nantes,12.4,0.0,ensoleillé
2023-05-31,Chamonix,17.7,1.8,ensoleillé
2023-06-01,Paris,26.0,0.3,nuageux
2023-06-01,Lyon,17.9,2.7,nuageux
2023-06-01,Marseille,10.7,0.4,nuageux
2023-06-01,Nice,21.0,1.7,orage
2023-06-01,Bordeaux,17.5,1.1,ensoleillé
2023-06-01,Toulouse,7.6,0.0,pluie
2023-06-01,Lille,22.3,0.0,nuageux
2023-06-01,Strasbourg,20.3,1.7,nuageux
2023-06-01,Nantes,18.3,1.3,ensoleillé
2023-06-01,Chamonix,15.2,0.7,nuageux
2023-06-02,Paris,23.1,1.2,ensoleillé
2023-06-02,Lyon,17.1,1.3,ensoleillé
2023-06-02,Marseille,23.6,0.0,pluie
2023-06-02,Nice,25.8,0.5,nuageux
2023-06-02,Bordeaux,22.1,2.8,ensoleillé
2023-06-02,Toulouse,13.1,0.0,nuageux
2023-06-02,Lille,18.6,0.0,ensoleillé
2023-06-02,Strasbourg,28.7,0.0,ensoleillé
2023-06-02,Nantes,17.2,1.3,nuageux
2023-06-02,Chamonix,14.0,0.4,neige
2023-06-03,Paris,21.6,0.5,ensoleillé
2023-06-03,Lyon,19.5,0.2,orage
2023-06-03,Marseille,12.4,1.5,nuageux
2023-06-03,Nice,28.8,1.0,ensoleillé
2023-06-03,Bordeaux,21.1,2.0,pluie
2023-06-03,Toulouse,13.7,3.6,nuageux
2023-06-03,Lille,21.0,3.4,pluie
2023-06-03,Strasbourg,16.3,3.7,nuageux
2023-06-03,Nantes,23.9,1.8,ensoleillé
2023-06-03,Chamonix,21.2,0.6,nuageux
2023-06-04,Paris,26.0,1.2,pluie
2023-06-04,Lyon,10.2,0.0,ensoleillé
2023-06-04,Marseille,19.1,1.5,ensoleillé
2023-06-04,Nice,19.7,2.8,ensoleillé
2023-06-04,Bordeaux,10.2,1.2,nuageux
2023-06-04,Toulouse,10.9,2.1,pluie
2023-06-04,Lille,19.5,1.6,pluie
2023-06-04,Strasbourg,15.7,2.9,pluie
2023-06-04,Nantes,25.2,1.9,orage
2023-06-04,Chamonix,19.4,1.9,nuageux
2023-06-05,Paris,16.5,2.3,pluie
2023-06-05,Lyon,28.2,2.6,nuageux
2023-06-05,Marseille,16.4,1.5,ensoleillé
2023-06-05,Nice,13.5,1.9,ensoleillé
2023-06-05,Bordeaux,22.3,0.0,ensoleillé
2023-06-05,Toulouse,14.2,0.6,pluie
2023-06-05,Lille,18.5,0.0,ensoleillé
2023-06-05,Strasbourg,21.9,1.4,nuageux
2023-06-05,Nantes,19.0,0.0,ensoleillé
2023-06-05,Chamonix,25.2,3.5,pluie
2023-06-06,Paris,17.6,0.1,nuageux
2023-06-06,Lyon,22.5,0.5,nuageux
2023-06-06,Marseille,19.3,2.1,ensoleillé
2023-06-06,Nice,10.5,3.0,ensoleillé
2023-06-06,Bordeaux,20.4,0.4,neige
2023-06-06,Toulouse,19.6,0.9,pluie
2023-06-06,Lille,11.3,3.2,nuageux
2023-06-06,Strasbourg,20.2,1.7,pluie
2023-06-06,Nantes,24.8,0.0,pluie
2023-06-06,Chamonix,22.4,0.6,ensoleillé
2023-06-07,Paris,24.2,0.0,neige
2023-06-07,Lyon,19.5,0.1,nuageux
2023-06-07,Marseille,22.2,1.7,nuageux
2023-06-07,Nice,16.5,0.0,nuageux
2023-06-07,Bordeaux,19.4,0.0,ensoleillé
2023-06-07,Toulouse,24.2,0.4,pluie
2023-06-07,Lille,5.5,0.4,pluie
2023-06-07,Strasbourg,14.8,0.0,nuageux
2023-06-07,Nantes,13.8,1.2,ensoleillé
2023-06-07,Chamonix,26.6,1.5,neige
2023-06-08,Paris,17.0,1.7,nuageux
2023-06-08,Lyon,17.7,0.0,orage
2023-06-08,Marseille,14.2,0.0,ensoleillé
2023-06-08,Nice,18.1,1.2,ensoleillé
2023-06-08,Bordeaux,19.5,0.4,ensoleillé
2023-06-08,Toulouse,15.3,1.9,ensoleillé
2023-06-08,Lille,13.4,2.2,ensoleillé
2023-06-08,Strasbourg,15.0,0.0,pluie
2023-06-08,Nantes,12.7,0.2,ensoleillé
2023-06-08,Chamonix,24.9,1.8,orage
2023-06-09,Paris,24.9,1.8,pluie
2023-06-09,Lyon,14.5,0.5,pluie
2023-06-09,Marseille,16.1,3.0,ensoleillé
2023-06-09,Nice,14.0,2.3,nuageux
2023-06-09,Bordeaux,24.5,3.7,nuageux
2023-06-09,Toulouse,18.0,2.1,ensoleillé
2023-06-09,Lille,31.4,0.1,ensoleillé
2023-06-09,Strasbourg,12.3,0.0,nuageux
2023-06-09,Nantes,23.6,0.0,nuageux
2023-06-09,Chamonix,18.1,1.7,ensoleillé
2023-06-10,Paris,20.9,1.6,orage
2023-06-10,Lyon,21.1,2.9,ensoleillé
2023-06-10,Marseille,15.2,0.0,nuageux
2023-06-10,Nice,16.1,2.2,pluie
2023-06-10,Bordeaux,24.5,1.7,nuageux
2023-06-10,Toulouse,25.9,0.0,pluie
2023-06-10,Lille,28.3,3.3,nuageux
2023-06-10,Strasbourg,23.7,3.7,pluie
2023-06-10,Nantes,11.7,0.2,ensoleillé
2023-06-10,Chamonix,16.3,2.1,ensoleillé
2023-06-11,Paris,14.7,2.1,nuageux
2023-06-11,Lyon,26.9,2.0,nuageux
2023-06-11,Marseille,21.4,0.0,nuageux
2023-06-11,Nice,15.8,2.9,pluie
2023-06-11,Bordeaux,23.9,0.9,nuageux
2023-06-11,Toulouse,17.9,0.0,nuageux
2023-06-11,Lille,14.6,3.9,nuageux
2023-06-11,Strasbourg,13.6,1.3,nuageux
2023-06-11,Nantes,25.0,0.0,ensoleillé
2023-06-11,Chamonix,20.9,2.4,neige
2023-06-12,Paris,20.1,5.3,nuageux
2023-06-12,Lyon,11.7,2.6,pluie
2023-06-12,Marseille,19.1,2.2,nuageux
2023-06-12,Nice,22.2,0.0,ensoleillé
2023-06-12,Bordeaux,21.1,0.0,ensoleillé
2023-06-12,Toulouse,23.0,1.4,ensoleillé
2023-06-12,Lille,23.2,2.6,nuageux
2023-06-12,Strasbourg,21.8,1.2,nuageux
2023-06-12,Nantes,15.6,0.0,ensoleillé
2023-06-12,Chamonix,25.9,3.2,nuageux
2023-06-13,Paris,18.8,1.1,ensoleillé
