date_log,session_id,client_id,ip_address,user_agent,search_query,filters,results_count,page_number,action
2025-04-20T18:56:33,SES-2023-0021,410,140.33.196.27,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Marseille,"{""date"": ""2025-04-30"", ""categorie"": ""Famille"", ""prix_max"": 10}",5,1,filter_results
2025-03-29T20:53:07,SES-2023-0999,136,74.199.52.52,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nice,"{""date"": ""2025-04-08"", ""categorie"": ""Nature"", ""prix_max"": 30}",23,1,filter_results
2025-02-25T04:33:06,SES-2023-1008,435,32.93.190.4,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nice,"{""date"": ""2025-03-07"", ""categorie"": ""Culture""}",24,1,filter_results
2025-06-01T00:47:09,SES-2023-0411,78,74.98.245.89,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Bordeaux,"{""date"": ""2025-06-11"", ""categorie"": ""Culture"", ""prix_max"": 20}",7,1,view_results
2025-05-15T12:46:45,SES-2023-0243,166,134.234.169.124,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lyon,"{""date"": ""2025-05-25"", ""categorie"": ""Gastronomie""}",23,1,filter_results
2025-03-04T13:48:54,SES-2023-0628,373,34.191.212.233,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Marseille,"{""date"": ""2025-03-14"", ""categorie"": ""Famille"", ""prix_max"": 10}",6,1,view_results
2025-01-05T16:40:18,SES-2023-0509,297,83.95.221.26,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2025-01-15"", ""categorie"": ""Famille"", ""prix_max"": 20}",6,1,view_results
2025-04-22T10:25:55,SES-2023-1331,244,57.6.52.141,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Strasbourg,"{""date"": ""2025-05-02"", ""categorie"": ""Nature"", ""prix_max"": 20}",11,1,filter_results
2025-02-23T10:52:37,SES-2023-1403,46,51.6.225.154,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Toulouse,"{""date"": ""2025-03-05"", ""categorie"": ""Nature""}",24,1,filter_results
2025-03-22T17:43:03,SES-2023-0139,44,73.102.104.161,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2025-04-01"", ""categorie"": ""Gastronomie"", ""prix_max"": 50}",6,1,filter_results
2025-03-07T02:59:20,SES-2023-0997,242,96.255.59.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Lyon,"{""date"": ""2025-03-17"", ""categorie"": ""Sport""}",7,1,filter_results
2025-01-24T04:05:06,SES-2023-0969,222,157.64.129.132,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2025-02-03"", ""categorie"": ""Sport""}",18,1,view_results
2025-05-28T08:56:27,SES-2023-0927,380,134.131.149.62,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Marseille,"{""date"": ""2025-06-07"", ""categorie"": ""Luxe"", ""prix_max"": 30}",28,1,view_results
2025-06-02T11:09:40,SES-2023-0811,219,49.122.165.47,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Strasbourg,"{""date"": ""2025-06-12"", ""categorie"": ""Gastronomie"", ""prix_max"": 20}",7,1,filter_results
2025-04-20T21:11:08,SES-2023-0024,114,135.235.150.65,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-04-30"", ""categorie"": ""Culture"", ""prix_max"": 50}",18,1,filter_results
2025-06-01T15:12:15,SES-2023-0097,407,194.195.251.105,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-06-11"", ""categorie"": ""Culture"", ""prix_max"": 20}",9,1,filter_results
2025-05-10T16:45:50,SES-2023-0486,371,105.209.161.35,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Bordeaux,"{""date"": ""2025-05-20"", ""categorie"": ""Sport"", ""prix_max"": 10}",11,1,view_results
2025-03-25T20:13:26,SES-2023-0694,327,134.22.43.208,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Lyon,"{""date"": ""2025-04-04"", ""categorie"": ""Sport""}",30,1,filter_results
2024-12-26T06:04:19,SES-2023-1359,95,98.132.100.207,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Strasbourg,"{""date"": ""2025-01-05"", ""categorie"": ""Gastronomie"", ""prix_max"": 20}",17,1,filter_results
2025-05-27T13:09:07,SES-2023-0565,91,70.140.193.82,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lille,"{""date"": ""2025-06-06"", ""categorie"": ""Famille"", ""prix_max"": 30}",15,1,view_results
2025-02-14T22:05:38,SES-2023-0440,240,42.238.205.171,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nice,"{""date"": ""2025-02-24"", ""categorie"": ""Luxe"", ""prix_max"": 50}",18,1,filter_results
2025-05-28T10:19:15,SES-2023-0041,293,195.40.198.128,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-06-07"", ""categorie"": ""Gastronomie""}",6,1,view_results
2025-01-11T16:36:05,SES-2023-0114,142,4.25.85.93,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Marseille,"{""date"": ""2025-01-21"", ""categorie"": ""Sport""}",8,1,filter_results
2025-04-27T08:55:18,SES-2023-0762,394,80.29.117.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2025-05-07"", ""categorie"": ""Nature""}",13,1,filter_results
2025-02-21T18:17:15,SES-2023-0679,437,110.73.255.57,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Chamonix,"{""date"": ""2025-03-03"", ""categorie"": ""Sport"", ""prix_max"": 50}",16,1,view_results
2025-03-09T16:47:48,SES-2023-0898,376,173.241.10.173,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-03-19"", ""categorie"": ""Gastronomie""}",26,1,view_results
2025-05-07T16:21:00,SES-2023-0212,345,106.59.34.224,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Strasbourg,"{""date"": ""2025-05-17"", ""categorie"": ""Gastronomie"", ""prix_max"": 50}",8,1,view_results
2025-02-05T22:55:47,SES-2023-1393,37,116.12.218.108,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-02-15"", ""categorie"": ""Luxe"", ""prix_max"": 30}",11,1,view_results
2025-01-07T00:15:54,SES-2023-1218,125,118.200.87.207,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-01-17"", ""categorie"": ""Gastronomie"", ""prix_max"": 20}",14,1,view_results
2025-03-02T18:52:42,SES-2023-1405,489,167.43.199.193,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nantes,"{""date"": ""2025-03-12"", ""categorie"": ""Sport"", ""prix_max"": 30}",11,1,filter_results
2025-03-09T05:01:17,SES-2023-0859,98,51.230.99.92,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-03-19"", ""categorie"": ""Culture""}",19,1,filter_results
2025-05-06T04:55:45,SES-2023-1173,376,76.170.113.123,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-05-16"", ""categorie"": ""Gastronomie"", ""prix_max"": 50}",24,1,view_results
2025-04-12T17:17:03,SES-2023-1318,236,199.252.171.39,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-04-22"", ""categorie"": ""Sport"", ""prix_max"": 10}",20,1,filter_results
2025-04-10T09:15:42,SES-2023-0512,280,155.77.132.68,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Bordeaux,"{""date"": ""2025-04-20"", ""categorie"": ""Culture""}",11,1,filter_results
2025-04-23T16:39:55,SES-2023-1339,41,62.16.164.221,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-05-03"", ""categorie"": ""Sport""}",25,1,filter_results
2025-02-03T20:49:39,SES-2023-0428,288,95.243.0.209,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Paris,"{""date"": ""2025-02-13"", ""categorie"": ""Nature"", ""prix_max"": 10}",8,1,filter_results
2025-03-11T16:14:41,SES-2023-0276,172,210.102.183.176,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-03-21"", ""categorie"": ""Gastronomie"", ""prix_max"": 50}",18,1,filter_results
2024-12-14T20:42:43,SES-2023-1053,264,26.209.60.2,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Toulouse,"{""date"": ""2024-12-24"", ""categorie"": ""Gastronomie""}",7,1,view_results
2025-01-10T19:23:05,SES-2023-0935,27,160.212.1.72,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Toulouse,"{""date"": ""2025-01-20"", ""categorie"": ""Luxe"", ""prix_max"": 30}",12,1,filter_results
2024-12-11T02:59:10,SES-2023-0619,184,115.127.164.178,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Strasbourg,"{""date"": ""2024-12-21"", ""categorie"": ""Nature""}",9,1,view_results
2025-04-21T20:59:48,SES-2023-0761,449,87.180.40.28,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-05-01"", ""categorie"": ""Sport""}",8,1,view_results
2025-05-22T01:45:06,SES-2023-0087,40,95.142.18.233,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-06-01"", ""categorie"": ""Luxe"", ""prix_max"": 20}",15,1,view_results
2025-06-03T06:11:55,SES-2023-0729,275,111.100.39.208,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Lyon,"{""date"": ""2025-06-13"", ""categorie"": ""Sport"", ""prix_max"": 20}",26,1,view_results
2025-05-12T08:03:05,SES-2023-0962,386,193.176.119.248,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Strasbourg,"{""date"": ""2025-05-22"", ""categorie"": ""Nature""}",7,1,view_results
2025-01-29T20:14:35,SES-2023-0942,384,98.197.85.225,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-02-08"", ""categorie"": ""Luxe""}",21,1,view_results
2025-02-01T08:02:13,SES-2023-1032,355,221.250.210.159,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-02-11"", ""categorie"": ""Culture"", ""prix_max"": 20}",16,1,filter_results
2025-04-30T19:17:41,SES-2023-1487,281,163.81.96.199,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nice,"{""date"": ""2025-05-10"", ""categorie"": ""Culture""}",27,1,view_results
2025-04-01T09:39:23,SES-2023-0503,337,110.243.79.116,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Chamonix,"{""date"": ""2025-04-11"", ""categorie"": ""Luxe""}",10,1,view_results
2025-05-02T06:18:51,SES-2023-0887,456,183.124.98.53,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Toulouse,"{""date"": ""2025-05-12"", ""categorie"": ""Culture""}",19,1,view_results
2025-03-29T22:56:48,SES-2023-0198,45,5.123.116.51,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Strasbourg,"{""date"": ""2025-04-08"", ""categorie"": ""Culture"", ""prix_max"": 20}",21,1,filter_results
2025-01-18T18:42:08,SES-2023-0865,327,2.105.225.46,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nantes,"{""date"": ""2025-01-28"", ""categorie"": ""Culture""}",30,1,filter_results
2025-05-12T10:53:55,SES-2023-1424,33,5.134.154.122,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Bordeaux,"{""date"": ""2025-05-22"", ""categorie"": ""Gastronomie""}",9,1,view_results
2025-06-01T10:26:13,SES-2023-0509,458,44.68.224.122,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-06-11"", ""categorie"": ""Famille""}",26,1,filter_results
2025-04-16T08:55:17,SES-2023-0151,417,157.103.35.35,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nice,"{""date"": ""2025-04-26"", ""categorie"": ""Gastronomie"", ""prix_max"": 10}",22,1,view_results
2025-03-23T19:26:59,SES-2023-0240,235,129.93.169.191,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lille,"{""date"": ""2025-04-02"", ""categorie"": ""Gastronomie""}",8,1,filter_results
2025-03-09T23:44:33,SES-2023-1425,321,209.69.123.48,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2025-03-19"", ""categorie"": ""Gastronomie""}",23,1,view_results
2025-01-29T09:28:04,SES-2023-1225,263,97.219.165.110,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Strasbourg,"{""date"": ""2025-02-08"", ""categorie"": ""Sport""}",15,1,filter_results
2025-02-13T13:22:06,SES-2023-0269,349,222.156.136.236,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2025-02-23"", ""categorie"": ""Sport"", ""prix_max"": 30}",9,1,filter_results
2025-05-06T07:19:46,SES-2023-0345,146,133.15.137.53,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-05-16"", ""categorie"": ""Luxe""}",12,1,view_results
2025-03-18T07:57:08,SES-2023-0838,302,151.128.118.103,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-03-28"", ""categorie"": ""Nature"", ""prix_max"": 10}",6,1,filter_results
2025-03-29T13:04:54,SES-2023-1277,11,113.74.80.229,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nice,"{""date"": ""2025-04-08"", ""categorie"": ""Luxe""}",22,1,filter_results
2025-04-27T00:32:23,SES-2023-0286,6,43.249.57.13,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Marseille,"{""date"": ""2025-05-07"", ""categorie"": ""Luxe"", ""prix_max"": 10}",22,1,filter_results
2025-04-17T02:50:15,SES-2023-0264,389,76.60.29.158,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nantes,"{""date"": ""2025-04-27"", ""categorie"": ""Culture""}",22,1,filter_results
2025-02-07T01:05:31,SES-2023-0839,317,119.123.52.100,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Chamonix,"{""date"": ""2025-02-17"", ""categorie"": ""Sport""}",26,1,filter_results
2025-04-25T22:39:46,SES-2023-0809,139,64.112.2.143,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Chamonix,"{""date"": ""2025-05-05"", ""categorie"": ""Gastronomie""}",29,1,view_results
2025-05-14T10:14:17,SES-2023-1190,161,16.27.1.75,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-05-24"", ""categorie"": ""Sport""}",25,1,view_results
2025-03-13T09:21:53,SES-2023-0616,57,16.50.55.112,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-03-23"", ""categorie"": ""Luxe"", ""prix_max"": 30}",18,1,filter_results
2025-04-26T14:02:20,SES-2023-0492,16,3.48.172.125,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-05-06"", ""categorie"": ""Gastronomie""}",27,1,view_results
2025-03-27T02:57:47,SES-2023-1074,149,126.204.139.25,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2025-04-06"", ""categorie"": ""Sport"", ""prix_max"": 50}",12,1,view_results
2025-01-14T13:31:23,SES-2023-1095,57,190.152.29.54,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2025-01-24"", ""categorie"": ""Culture"", ""prix_max"": 50}",18,1,filter_results
2025-02-18T12:41:13,SES-2023-0093,401,14.162.55.49,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Strasbourg,"{""date"": ""2025-02-28"", ""categorie"": ""Famille""}",6,1,filter_results
2024-12-31T11:18:14,SES-2023-0904,237,183.155.19.94,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Strasbourg,"{""date"": ""2025-01-10"", ""categorie"": ""Gastronomie""}",26,1,filter_results
2025-03-23T08:02:51,SES-2023-0262,243,206.154.83.188,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-04-02"", ""categorie"": ""Gastronomie""}",23,1,view_results
2025-06-02T05:37:27,SES-2023-1267,286,132.171.93.142,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Marseille,"{""date"": ""2025-06-12"", ""categorie"": ""Nature""}",11,1,view_results
2025-04-04T18:33:29,SES-2023-0224,443,184.59.5.133,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nice,"{""date"": ""2025-04-14"", ""categorie"": ""Nature"", ""prix_max"": 30}",18,1,filter_results
2025-03-24T10:11:47,SES-2023-0691,247,126.183.206.70,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2025-04-03"", ""categorie"": ""Famille"", ""prix_max"": 30}",26,1,filter_results
2025-01-30T02:44:34,SES-2023-1162,331,181.54.87.32,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-02-09"", ""categorie"": ""Nature"", ""prix_max"": 10}",29,1,filter_results
2025-05-30T22:58:03,SES-2023-0543,423,53.76.198.21,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-06-09"", ""categorie"": ""Luxe""}",7,1,filter_results
2025-02-10T12:30:17,SES-2023-1493,444,76.23.102.138,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lyon,"{""date"": ""2025-02-20"", ""categorie"": ""Sport""}",14,1,view_results
2025-04-23T15:03:06,SES-2023-1226,25,84.244.56.251,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Strasbourg,"{""date"": ""2025-05-03"", ""categorie"": ""Culture"", ""prix_max"": 20}",13,1,view_results
2025-04-05T01:17:53,SES-2023-0561,167,82.211.70.175,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Chamonix,"{""date"": ""2025-04-15"", ""categorie"": ""Famille"", ""prix_max"": 30}",19,1,filter_results
2024-12-25T20:15:18,SES-2023-1458,206,141.82.164.139,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nice,"{""date"": ""2025-01-04"", ""categorie"": ""Culture"", ""prix_max"": 50}",9,1,filter_results
2025-04-14T04:51:46,SES-2023-0471,86,135.5.225.41,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nice,"{""date"": ""2025-04-24"", ""categorie"": ""Sport"", ""prix_max"": 10}",23,1,view_results
2025-06-03T22:28:40,SES-2023-0594,481,179.47.31.64,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Bordeaux,"{""date"": ""2025-06-13"", ""categorie"": ""Nature""}",20,1,filter_results
2024-12-12T04:21:51,SES-2023-1054,90,159.221.85.190,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Chamonix,"{""date"": ""2024-12-22"", ""categorie"": ""Sport""}",17,1,filter_results
2025-02-05T01:54:04,SES-2023-0589,86,46.190.192.62,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Lyon,"{""date"": ""2025-02-15"", ""categorie"": ""Sport"", ""prix_max"": 20}",21,1,filter_results
2025-05-23T06:07:38,SES-2023-0441,112,166.220.185.191,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-06-02"", ""categorie"": ""Culture""}",29,1,view_results
2025-01-20T16:35:50,SES-2023-1364,156,54.192.54.96,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Marseille,"{""date"": ""2025-01-30"", ""categorie"": ""Gastronomie""}",30,1,filter_results
2025-04-28T16:55:54,SES-2023-0305,390,149.115.128.71,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Chamonix,"{""date"": ""2025-05-08"", ""categorie"": ""Famille"", ""prix_max"": 50}",21,1,view_results
2025-04-28T16:11:10,SES-2023-0771,490,68.39.21.146,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-05-08"", ""categorie"": ""Luxe""}",10,1,filter_results
2025-03-12T12:56:36,SES-2023-1062,371,114.71.29.238,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lille,"{""date"": ""2025-03-22"", ""categorie"": ""Luxe""}",21,1,filter_results
2025-01-03T11:10:16,SES-2023-1004,234,114.38.32.88,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nantes,"{""date"": ""2025-01-13"", ""categorie"": ""Gastronomie"", ""prix_max"": 30}",12,1,filter_results
2025-02-26T16:04:07,SES-2023-0175,417,223.148.100.180,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Paris,"{""date"": ""2025-03-08"", ""categorie"": ""Famille"", ""prix_max"": 20}",30,1,filter_results
2025-05-19T21:34:37,SES-2023-1057,320,15.117.60.48,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Toulouse,"{""date"": ""2025-05-29"", ""categorie"": ""Nature"", ""prix_max"": 20}",9,1,filter_results
2025-05-24T18:32:16,SES-2023-0070,300,203.138.31.47,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Paris,"{""date"": ""2025-06-03"", ""categorie"": ""Luxe"", ""prix_max"": 50}",18,1,view_results
2025-04-23T21:31:13,SES-2023-0104,178,102.176.160.255,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2025-05-03"", ""categorie"": ""Culture"", ""prix_max"": 30}",29,1,filter_results
2025-01-18T04:28:59,SES-2023-0380,247,135.43.156.189,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Chamonix,"{""date"": ""2025-01-28"", ""categorie"": ""Nature"", ""prix_max"": 10}",10,1,filter_results
2025-01-03T07:43:34,SES-2023-0351,72,15.15.195.64,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Marseille,"{""date"": ""2025-01-13"", ""categorie"": ""Sport""}",14,1,view_results
2024-12-19T09:48:55,SES-2023-0286,385,215.92.165.145,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Toulouse,"{""date"": ""2024-12-29"", ""categorie"": ""Nature""}",23,1,view_results
2025-02-13T18:08:09,SES-2023-1396,417,206.117.41.44,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Strasbourg,"{""date"": ""2025-02-23"", ""categorie"": ""Nature"", ""prix_max"": 50}",30,1,view_results
2025-04-17T04:09:30,SES-2023-0582,459,26.62.186.143,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-04-27"", ""categorie"": ""Nature"", ""prix_max"": 10}",20,1,filter_results
2025-05-26T12:15:05,SES-2023-0787,117,71.174.42.109,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-06-05"", ""categorie"": ""Gastronomie"", ""prix_max"": 30}",9,1,filter_results
2024-12-20T20:39:52,SES-2023-0353,479,222.30.154.144,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2024-12-30"", ""categorie"": ""Culture"", ""prix_max"": 10}",29,1,view_results
2025-05-01T15:09:44,SES-2023-0898,349,59.20.66.165,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-05-11"", ""categorie"": ""Gastronomie"", ""prix_max"": 20}",28,1,filter_results
2025-01-23T13:31:23,SES-2023-1120,166,191.239.249.125,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Lille,"{""date"": ""2025-02-02"", ""categorie"": ""Luxe"", ""prix_max"": 10}",7,1,filter_results
2025-05-29T04:39:57,SES-2023-0196,153,161.32.18.154,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Toulouse,"{""date"": ""2025-06-08"", ""categorie"": ""Culture"", ""prix_max"": 50}",29,1,filter_results
2024-12-24T04:13:57,SES-2023-0784,356,45.44.142.99,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-01-03"", ""categorie"": ""Nature""}",24,1,filter_results
2025-01-22T11:35:55,SES-2023-0871,104,196.107.173.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Toulouse,"{""date"": ""2025-02-01"", ""categorie"": ""Culture""}",12,1,view_results
2025-05-30T11:02:28,SES-2023-0130,134,89.198.167.192,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Marseille,"{""date"": ""2025-06-09"", ""categorie"": ""Sport""}",14,1,view_results
2025-01-07T14:28:10,SES-2023-1359,390,193.27.144.173,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-01-17"", ""categorie"": ""Gastronomie"", ""prix_max"": 10}",23,1,view_results
2025-05-14T16:22:07,SES-2023-0624,130,26.178.211.65,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Strasbourg,"{""date"": ""2025-05-24"", ""categorie"": ""Famille""}",21,1,view_results
2025-05-07T21:31:43,SES-2023-1357,235,195.9.164.78,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Chamonix,"{""date"": ""2025-05-17"", ""categorie"": ""Gastronomie""}",7,1,view_results
2025-04-16T21:34:17,SES-2023-0266,479,172.54.201.65,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nantes,"{""date"": ""2025-04-26"", ""categorie"": ""Sport""}",14,1,view_results
2025-01-21T18:13:10,SES-2023-1189,466,161.135.68.254,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2025-01-31"", ""categorie"": ""Nature"", ""prix_max"": 30}",21,1,view_results
2025-03-16T01:44:18,SES-2023-0250,464,163.229.48.66,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-03-26"", ""categorie"": ""Gastronomie""}",29,1,filter_results
2025-04-23T01:04:51,SES-2023-0440,467,55.210.128.137,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2025-05-03"", ""categorie"": ""Sport""}",25,1,filter_results
2025-04-25T00:59:06,SES-2023-1470,1,66.101.83.207,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nice,"{""date"": ""2025-05-05"", ""categorie"": ""Luxe"", ""prix_max"": 50}",9,1,view_results
2025-06-03T08:23:10,SES-2023-0602,194,68.85.143.214,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lille,"{""date"": ""2025-06-13"", ""categorie"": ""Famille"", ""prix_max"": 10}",28,1,view_results
